age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,num_companies_worked,over_time,percent_salary_hike,relationship_satisfaction,standard_hours,stock_option_level,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work,monthly_income_$,total_working_years
54,no,travel_rarely,7,4,medical,4,F,3,2, research scientist ,4,married,4,No,15,2,full-time,1,2,7,1,7,no,7649,14
36,no,travel_frequently,2,1,unknown,2,M,2,2, human resources ,4,unknown,1,No,21,4,part-time,0,2,10,0,8,yes,3886,10
32,yes,travel_frequently,5,2,unknown,1,F,4,1, research scientist ,3,unknown,3,Yes,14,1,full-time,0,3,4,0,3,no,4625,8
32,no,non-travel,15,4,unknown,3,F,3,2, healthcare representative ,4,unknown,5,No,18,2,part-time,1,3,5,1,2,yes,6667,9
28,yes,non-travel,17,3,unknown,3,M,2,1, laboratory technician ,4,unknown,5,No,12,1,part-time,1,2,4,0,3,yes,6399,11
33,no,non-travel,1,2,medical,2,M,2,1, laboratory technician ,3,divorced,1,unknown,12,3,full-time,3,2,1,0,0,no,6399,11
37,yes,travel_rarely,2,2,unknown,4,M,2,1, laboratory technician ,3,single,6,Yes,15,2,full-time,0,3,0,0,0,yes,2090,7
59,no,travel_rarely,3,3,medical,3,F,4,1, laboratory technician ,1,unknown,4,unknown,20,1,full-time,3,2,1,0,0,yes,6641,12
30,no,travel_rarely,24,1,life sciences,4,M,3,1, laboratory technician ,3,divorced,1,unknown,22,2,full-time,1,3,1,0,0,yes,1097,1
22,no,non-travel,16,2,unknown,4,M,4,1, laboratory technician ,4,unknown,1,Yes,13,2,full-time,2,2,1,0,0,no,6399,11
21,no,travel_rarely,15,2,unknown,3,M,3,1, research scientist ,4,single,1,No,14,4,full-time,0,3,0,0,0,yes,593,0
30,no,travel_rarely,9,2,medical,4,M,2,1, laboratory technician ,3,unknown,1,unknown,13,1,full-time,0,3,10,1,8,no,5633,10
39,yes,travel_rarely,18,3,technical degree,18,M,3,2, sales representative ,4,married,3,No,14,3,full-time,1,4,1,0,0,yes,2086,19
24,yes,travel_rarely,1,3,unknown,2,M,3,1, research scientist ,4,unknown,2,Yes,16,1,full-time,1,3,2,2,0,no,3617,6
35,no,non-travel,4,2,other,3,M,3,1, laboratory technician ,4,divorced,1,unknown,12,3,full-time,1,3,1,0,0,yes,1951,1
27,no,non-travel,2,4,life sciences,4,F,3,1, laboratory technician ,1,divorced,1,unknown,13,4,full-time,1,3,1,0,0,no,6399,11
26,yes,non-travel,25,3,life sciences,1,M,1,1, laboratory technician ,3,single,1,unknown,12,3,full-time,0,2,1,0,1,no,1097,1
37,no,non-travel,24,2,life sciences,2,M,3,1, research scientist ,2,married,4,No,21,1,full-time,0,3,1,0,0,no,3022,8
35,no,non-travel,46,1,unknown,46,M,4,1, laboratory technician ,4,unknown,1,No,19,4,full-time,0,3,1,0,1,yes,1097,1
48,yes,non-travel,1,2,unknown,1,M,2,3, laboratory technician ,3,unknown,9,unknown,13,4,full-time,0,3,1,0,0,no,6399,11
35,no,non-travel,11,2,medical,3,M,2,3, healthcare representative ,1,married,2,Yes,13,3,full-time,1,3,4,2,3,yes,5633,10
55,no,travel_rarely,8,3,unknown,4,F,3,4, manager ,3,divorced,2,Yes,14,3,full-time,3,3,5,0,2,yes,11177,21
45,no,non-travel,7,3,life sciences,2,M,3,3, research scientist ,1,unknown,2,No,17,3,full-time,1,3,1,0,0,yes,9724,16
36,yes,non-travel,9,3,medical,4,M,2,1, research scientist ,3,unknown,0,unknown,17,1,full-time,1,2,1,0,0,yes,3388,6
36,no,travel_rarely,6,3,life sciences,2,F,4,1, laboratory technician ,4,unknown,3,No,12,2,full-time,0,3,1,0,0,yes,3038,6
45,no,travel_rarely,6,4,other,4,M,3,3, research director ,1,unknown,4,Yes,14,2,full-time,0,4,0,0,0,no,6399,11
55,no,non-travel,1,2,unknown,1,M,3,3, sales executive ,4,married,3,unknown,14,4,full-time,1,3,1,1,0,yes,6399,11
23,no,non-travel,2,1,technical degree,3,M,3,1, sales representative ,1,divorced,3,No,13,3,full-time,1,3,0,0,0,no,2322,4
32,no,travel_rarely,1,1,life sciences,4,M,3,1, research scientist ,1,single,1,No,13,4,full-time,0,3,1,0,0,yes,6399,11
20,yes,non-travel,6,3,life sciences,4,F,2,1, laboratory technician ,4,single,1,Yes,18,2,full-time,0,3,1,1,0,no,2926,5
37,no,non-travel,2,2,life sciences,3,M,2,2, healthcare representative ,4,divorced,5,No,14,4,part-time,1,4,1,0,0,no,9161,17
22,no,non-travel,15,3,unknown,2,F,3,1, laboratory technician ,4,single,1,No,15,3,full-time,0,3,0,0,0,no,6399,11
34,no,non-travel,24,4,life sciences,24,F,2,2, research scientist ,2,unknown,6,unknown,15,3,part-time,1,3,1,0,0,yes,4505,8
36,no,non-travel,3,2,life sciences,1,F,3,1, laboratory technician ,4,divorced,5,unknown,22,1,full-time,1,3,1,0,0,no,2835,5
19,yes,travel_rarely,22,1,marketing,4,M,3,1, sales representative ,3,single,1,Yes,19,4,full-time,0,2,0,0,0,yes,593,0
41,no,non-travel,9,4,life sciences,3,M,3,1, laboratory technician ,1,unknown,2,unknown,21,4,full-time,1,3,5,1,4,yes,4121,7
19,no,non-travel,18,1,unknown,2,F,3,1, laboratory technician ,2,single,1,No,14,4,full-time,0,3,1,0,0,no,1097,1
51,no,non-travel,7,4,unknown,2,M,2,2, manufacturing director ,3,married,2,No,17,3,full-time,0,3,1,0,0,yes,5633,10
58,no,non-travel,9,3,unknown,2,F,2,1, research scientist ,2,married,4,Yes,20,2,full-time,1,2,1,0,0,no,5129,9
19,yes,travel_frequently,1,1,unknown,3,F,1,1, sales representative ,1,unknown,0,No,21,1,full-time,0,3,0,0,0,yes,1097,1
19,yes,travel_rarely,2,3,life sciences,2,M,2,1, laboratory technician ,4,single,1,unknown,22,3,full-time,0,2,1,1,0,yes,1097,1
35,yes,travel_rarely,23,2,unknown,2,M,2,2, manufacturing director ,3,unknown,3,Yes,13,1,full-time,0,3,1,0,1,yes,4625,8
38,no,travel_rarely,38,4,unknown,4,M,3,2, manufacturing director ,3,unknown,9,unknown,14,2,part-time,0,3,1,0,0,no,6553,14
38,yes,non-travel,29,1,medical,2,M,3,2, healthcare representative ,1,married,7,Yes,19,2,part-time,0,3,1,0,0,no,6673,17
41,no,non-travel,6,3,life sciences,4,F,3,3, manager ,4,single,3,Yes,18,3,full-time,0,3,1,0,0,no,13591,23
59,no,travel_rarely,3,3,life sciences,3,M,2,1, research scientist ,4,married,3,unknown,17,1,full-time,1,3,1,0,0,yes,2177,7
50,no,travel_rarely,1,4,medical,4,F,3,5, manager ,4,divorced,3,No,11,3,full-time,1,2,7,0,6,no,19517,32
41,no,travel_rarely,19,2,life sciences,3,M,3,2, research scientist ,1,divorced,2,unknown,16,1,full-time,2,2,1,0,0,yes,9161,17
45,no,non-travel,1,3,unknown,3,M,4,5, manager ,4,unknown,0,unknown,11,3,full-time,1,3,24,1,7,no,19202,25
37,yes,non-travel,10,3,medical,1,M,3,3, manufacturing director ,3,unknown,6,No,11,2,part-time,2,3,1,0,0,yes,10048,17
51,no,non-travel,38,3,unknown,3,M,3,1, research scientist ,4,married,1,No,11,2,full-time,0,2,1,0,0,yes,2723,1
28,yes,travel_rarely,2,4,life sciences,1,M,3,1, laboratory technician ,3,single,2,unknown,11,3,full-time,0,1,0,0,0,no,3113,5
29,no,travel_rarely,2,3,medical,1,M,2,2, sales executive ,2,married,2,No,19,2,full-time,2,3,0,0,0,yes,6644,10
31,no,travel_rarely,23,3,medical,2,M,2,2, healthcare representative ,4,unknown,0,No,21,2,full-time,1,3,9,7,8,yes,5633,10
38,no,travel_rarely,7,2,medical,1,F,4,2, sales executive ,1,unknown,1,Yes,24,3,full-time,1,3,8,7,7,no,5605,8
44,yes,travel_frequently,12,3,life sciences,12,M,3,1, laboratory technician ,3,unknown,3,Yes,22,4,full-time,1,1,1,0,0,yes,3161,19
36,no,non-travel,3,3,technical degree,3,M,3,2, research scientist ,2,single,4,unknown,12,4,full-time,0,3,8,7,7,yes,5633,10
18,yes,non-travel,3,3,unknown,3,M,3,1, laboratory technician ,3,single,1,No,13,3,full-time,0,3,0,0,0,yes,1420,0
36,no,non-travel,18,4,life sciences,3,M,4,1, laboratory technician ,4,married,4,No,18,4,full-time,2,3,1,0,0,yes,2609,4
18,no,non-travel,10,3,unknown,4,F,2,1, sales representative ,3,unknown,1,No,12,1,full-time,0,3,0,0,0,no,1200,0
39,yes,travel_rarely,3,2,unknown,4,F,3,2, sales executive ,3,married,4,Yes,18,1,full-time,0,2,1,0,0,yes,5238,12
43,no,travel_rarely,15,3,unknown,15,F,3,3, healthcare representative ,1,married,8,No,16,1,full-time,1,2,1,0,0,yes,9985,17
47,no,travel_frequently,4,1,medical,2,M,3,2, sales representative ,3,unknown,3,No,19,1,full-time,0,3,0,0,0,no,3113,5
42,no,travel_rarely,23,5,unknown,1,F,3,4, research director ,4,single,2,No,14,2,full-time,0,3,1,0,0,no,15992,16
32,no,non-travel,2,3,unknown,3,F,3,1, laboratory technician ,2,married,1,No,13,3,full-time,1,3,8,0,7,yes,2370,8
48,no,travel_rarely,29,1,medical,1,F,3,3, manager ,3,married,3,unknown,21,2,full-time,1,1,0,0,0,yes,8153,15
42,no,travel_rarely,2,4,unknown,1,M,2,2, healthcare representative ,4,unknown,3,unknown,23,2,full-time,0,3,1,0,0,no,6781,12
36,no,non-travel,1,5,medical,4,F,3,2, sales executive ,4,unknown,4,unknown,15,2,full-time,0,3,1,0,0,yes,6653,11
33,yes,travel_rarely,5,3,marketing,4,F,3,1, sales representative ,3,single,1,unknown,13,2,full-time,0,3,1,0,0,no,2851,1
46,no,non-travel,7,4,medical,3,F,3,2, manufacturing director ,3,married,2,unknown,14,3,full-time,0,4,1,0,0,yes,5258,7
21,yes,travel_rarely,12,3,life sciences,3,F,4,1, sales representative ,2,single,1,unknown,15,4,full-time,0,3,1,0,0,no,1097,1
30,no,non-travel,2,1,technical degree,3,M,3,1, sales representative ,2,unknown,1,unknown,18,1,full-time,1,3,1,0,0,yes,2476,5
30,yes,travel_frequently,4,3,unknown,3,M,3,1, research scientist ,4,single,9,Yes,23,3,full-time,0,3,1,0,0,no,2285,3
32,no,travel_rarely,10,4,unknown,3,M,3,2, manufacturing director ,2,single,2,unknown,12,4,full-time,0,2,1,0,1,yes,4197,18
40,no,travel_rarely,2,3,unknown,2,F,2,2, laboratory technician ,3,married,6,No,22,2,full-time,1,3,1,0,0,yes,3448,6
28,no,travel_rarely,17,2,unknown,3,M,3,2, laboratory technician ,1,unknown,1,unknown,12,4,full-time,1,3,10,1,8,no,4558,10
38,no,travel_frequently,2,2,unknown,4,M,3,1, laboratory technician ,4,married,1,Yes,23,3,full-time,1,3,1,0,0,no,1702,3
19,yes,non-travel,2,2,technical degree,1,M,2,1, human resources ,4,single,1,No,12,3,full-time,0,4,1,0,0,yes,2564,1
57,no,travel_rarely,29,3,unknown,1,M,2,4, manager ,4,divorced,3,No,12,3,full-time,1,2,1,0,0,yes,6399,11
47,no,travel_rarely,2,2,medical,1,F,3,2, manufacturing director ,4,unknown,5,unknown,13,3,full-time,3,3,5,0,4,yes,5070,20
54,no,travel_rarely,8,4,life sciences,3,F,3,2, laboratory technician ,3,single,7,unknown,11,3,part-time,0,3,1,0,0,no,3780,7
31,yes,travel_frequently,42,3,unknown,42,M,3,3, healthcare representative ,3,unknown,3,No,12,1,full-time,0,3,1,0,0,yes,9824,12
18,yes,travel_frequently,5,3,marketing,2,M,3,1, sales representative ,2,unknown,1,Yes,14,4,full-time,0,3,0,0,0,no,1878,4
40,no,non-travel,28,3,other,3,M,1,3, sales executive ,1,unknown,3,No,15,3,full-time,1,3,1,0,1,yes,10673,20
26,no,non-travel,29,2,unknown,1,M,3,2, sales executive ,3,unknown,5,unknown,12,1,full-time,2,3,0,0,0,yes,4625,8
26,yes,travel_rarely,24,3,unknown,3,M,1,1, laboratory technician ,4,single,1,Yes,18,2,full-time,0,1,1,0,0,yes,2340,1
38,no,non-travel,10,3,unknown,3,F,3,2, healthcare representative ,3,unknown,3,No,19,3,part-time,1,3,1,0,0,yes,9665,18
24,no,non-travel,17,2,other,4,M,2,1, laboratory technician ,2,married,1,No,21,4,full-time,1,3,1,0,0,yes,2127,1
30,yes,travel_frequently,12,4,unknown,2,M,2,1, sales representative ,1,married,1,No,18,3,full-time,1,4,1,0,0,yes,2033,1
37,no,travel_rarely,2,3,marketing,4,M,3,2, sales executive ,3,married,4,unknown,11,3,full-time,1,2,3,1,0,no,9602,16
20,no,travel_rarely,1,3,life sciences,4,F,2,1, research scientist ,2,unknown,1,No,13,4,part-time,0,4,1,0,0,yes,1097,1
43,no,non-travel,14,4,other,2,M,2,4, research director ,4,divorced,4,unknown,14,3,full-time,1,3,1,0,0,no,16627,21
38,no,non-travel,27,1,life sciences,3,F,3,1, research scientist ,1,unknown,3,No,17,4,full-time,0,2,0,0,0,yes,4625,8
33,no,non-travel,8,4,marketing,3,M,3,2, sales executive ,3,divorced,0,unknown,12,4,part-time,0,3,5,1,2,no,3617,6
30,no,non-travel,3,3,unknown,3,F,3,1, research scientist ,3,unknown,1,No,20,3,full-time,1,3,1,0,0,no,2083,1
29,no,non-travel,44,2,medical,2,F,3,2, sales executive ,3,unknown,1,No,14,1,full-time,1,2,6,1,2,no,6399,11
20,yes,non-travel,10,1,medical,4,M,3,1, research scientist ,3,single,1,unknown,11,4,full-time,0,3,1,1,1,yes,1009,2
35,no,non-travel,20,3,unknown,20,M,2,1, laboratory technician ,3,married,1,No,18,3,full-time,2,3,1,0,0,no,1097,1
37,no,non-travel,10,2,life sciences,4,M,4,1, research scientist ,4,single,3,No,17,1,full-time,0,3,1,0,0,yes,6399,11
38,no,non-travel,1,3,unknown,3,F,3,3, manufacturing director ,3,single,4,Yes,14,4,full-time,0,3,1,0,0,yes,7861,10
29,no,non-travel,10,3,unknown,3,M,3,1, sales representative ,3,single,1,No,11,3,full-time,0,3,1,0,0,no,2642,1
35,no,non-travel,2,4,unknown,4,F,3,2, healthcare representative ,1,divorced,2,No,11,1,full-time,1,4,1,0,0,yes,8657,16
38,no,travel_rarely,2,5,medical,4,M,3,1, research scientist ,3,married,6,Yes,13,2,part-time,1,1,1,0,1,yes,6399,11
34,no,travel_rarely,8,5,life sciences,2,F,3,2, manufacturing director ,1,unknown,3,No,14,3,full-time,1,3,0,0,0,yes,5121,9
23,yes,non-travel,6,3,life sciences,3,M,4,1, laboratory technician ,1,unknown,1,Yes,21,3,full-time,2,3,0,0,0,no,1097,1
24,no,non-travel,9,3,life sciences,3,M,2,1, laboratory technician ,2,divorced,1,No,11,3,full-time,3,3,1,0,0,no,2694,5
29,yes,travel_rarely,1,2,life sciences,2,F,2,1, laboratory technician ,1,married,1,unknown,11,4,full-time,1,3,1,0,0,yes,1097,1
40,no,travel_frequently,16,4,medical,1,M,2,2, laboratory technician ,3,unknown,6,No,14,4,full-time,0,3,1,0,0,yes,5094,10
30,no,travel_rarely,2,3,unknown,3,F,2,2, manufacturing director ,4,single,5,unknown,24,2,full-time,0,2,0,0,0,yes,6641,12
45,no,non-travel,2,3,unknown,2,F,2,1, research scientist ,3,unknown,1,No,14,4,full-time,0,3,1,0,0,yes,2274,1
27,no,non-travel,3,3,medical,4,M,3,1, research scientist ,4,married,1,unknown,11,3,part-time,3,2,0,0,0,yes,593,0
37,no,non-travel,16,4,marketing,4,M,2,2, sales executive ,3,unknown,4,unknown,19,4,part-time,2,3,1,0,0,yes,5129,9
32,no,non-travel,1,3,life sciences,4,M,3,1, laboratory technician ,4,divorced,0,No,12,2,full-time,1,3,3,0,2,yes,2314,4
53,no,travel_rarely,8,3,marketing,1,M,3,4, sales executive ,4,married,5,unknown,14,3,part-time,1,3,2,2,2,yes,14705,28
37,no,non-travel,19,2,unknown,19,M,3,3, sales executive ,2,single,1,Yes,13,4,full-time,0,3,10,0,9,no,6399,11
32,yes,travel_rarely,25,4,unknown,1,M,3,1, laboratory technician ,4,unknown,1,unknown,24,3,full-time,0,1,1,0,1,yes,1097,1
58,yes,travel_frequently,2,1,unknown,4,M,2,1, laboratory technician ,4,divorced,9,unknown,14,4,full-time,1,2,1,0,0,yes,2380,3
43,no,travel_rarely,8,3,unknown,1,F,3,2, manufacturing director ,2,divorced,4,No,21,3,full-time,1,4,1,0,0,no,2609,4
21,yes,travel_rarely,18,1,other,4,F,3,1, research scientist ,4,single,1,No,19,1,full-time,0,2,1,0,0,no,6399,11
34,no,non-travel,48,3,life sciences,48,M,3,1, laboratory technician ,2,unknown,1,No,14,2,part-time,2,3,1,1,0,yes,2008,1
58,no,non-travel,5,3,unknown,3,F,2,3, healthcare representative ,2,divorced,2,unknown,13,4,full-time,1,3,6,0,4,no,10552,24
48,no,non-travel,20,4,medical,4,M,3,1, research scientist ,3,married,4,unknown,17,1,part-time,2,2,0,0,0,no,2259,13
32,no,non-travel,1,3,life sciences,3,F,2,1, laboratory technician ,2,married,6,No,20,3,full-time,0,3,3,0,2,yes,3113,5
25,yes,non-travel,19,2,marketing,3,M,2,1, sales representative ,2,married,1,Yes,18,3,part-time,3,3,1,0,0,no,2413,5
40,no,non-travel,10,4,marketing,1,M,2,3, sales executive ,2,divorced,2,No,12,2,part-time,1,2,1,0,0,yes,6137,11
19,yes,non-travel,21,3,other,4,M,2,1, sales representative ,2,single,1,Yes,13,2,part-time,0,4,1,0,0,no,2121,1
20,yes,travel_rarely,4,3,technical degree,1,M,3,1, laboratory technician ,1,single,1,unknown,19,2,part-time,0,3,1,0,0,no,1097,1
33,no,travel_rarely,1,3,unknown,2,F,2,2, healthcare representative ,4,unknown,0,unknown,14,1,full-time,0,3,5,1,4,yes,3617,6
58,yes,travel_rarely,2,3,unknown,4,M,3,1, research scientist ,3,single,4,No,24,1,part-time,0,3,1,0,0,no,2479,7
40,yes,non-travel,24,3,unknown,2,F,4,4, sales executive ,2,single,4,unknown,16,4,full-time,0,2,1,0,0,yes,13194,22
29,yes,travel_rarely,10,3,unknown,4,F,2,1, research scientist ,1,single,6,Yes,20,3,full-time,0,3,0,0,0,yes,2105,3
47,no,travel_rarely,18,2,life sciences,4,F,3,2, sales executive ,4,single,1,Yes,17,3,full-time,0,3,9,0,7,no,4163,9
18,no,non-travel,5,2,unknown,2,M,3,1, research scientist ,4,unknown,1,No,15,4,full-time,0,3,0,0,0,yes,6399,11
20,yes,non-travel,16,3,medical,4,F,2,1, research scientist ,1,unknown,1,Yes,15,1,part-time,0,3,1,0,0,no,2600,1
42,no,non-travel,5,2,unknown,4,M,3,5, manager ,3,unknown,6,No,13,2,full-time,0,4,1,0,0,yes,18303,21
50,no,travel_rarely,9,3,unknown,1,M,3,1, laboratory technician ,4,married,4,No,18,2,full-time,0,3,1,0,0,yes,2380,8
37,yes,travel_rarely,11,2,medical,1,F,1,2, healthcare representative ,2,unknown,5,No,15,1,full-time,0,1,1,0,0,yes,4777,15
38,no,non-travel,3,4,life sciences,2,M,3,2, sales executive ,4,unknown,8,Yes,12,3,part-time,0,3,1,0,0,no,10169,19
36,yes,non-travel,15,3,unknown,1,M,3,2, laboratory technician ,3,divorced,7,unknown,14,2,full-time,1,2,1,0,0,yes,5129,9
28,no,travel_rarely,10,1,medical,4,M,3,1, sales representative ,2,married,1,No,22,2,full-time,0,3,1,0,0,yes,1052,2
43,no,non-travel,25,3,unknown,3,M,2,3, sales executive ,4,unknown,5,No,13,3,full-time,1,3,1,0,0,yes,9665,18
21,yes,travel_rarely,10,3,unknown,3,F,2,1, laboratory technician ,1,single,1,No,13,1,full-time,0,2,1,1,0,yes,1097,1
51,yes,travel_rarely,4,4,unknown,1,M,3,1, research scientist ,3,married,9,unknown,12,3,full-time,3,4,10,2,7,no,2461,18
37,no,non-travel,10,4,unknown,4,F,2,2, sales executive ,4,divorced,2,Yes,14,3,full-time,3,3,1,0,0,no,4625,8
28,yes,non-travel,1,3,medical,1,M,2,1, laboratory technician ,2,divorced,1,No,15,1,part-time,2,3,1,0,0,no,2596,5
50,yes,non-travel,1,4,unknown,4,M,3,2, sales executive ,3,single,3,Yes,14,4,part-time,0,3,0,0,0,yes,4728,5
34,no,non-travel,3,4,unknown,3,M,2,1, research scientist ,4,unknown,3,No,17,4,full-time,3,3,0,0,0,yes,3617,6
38,no,travel_rarely,2,2,marketing,4,M,3,3, sales executive ,2,single,7,No,16,3,full-time,0,3,1,0,0,yes,7351,13
42,no,non-travel,29,3,unknown,2,M,1,2, laboratory technician ,4,unknown,4,unknown,19,1,full-time,0,3,1,0,0,no,8657,16
18,yes,non-travel,8,1,unknown,3,M,3,1, laboratory technician ,3,single,1,No,12,4,full-time,0,3,0,0,0,yes,6399,11
41,no,non-travel,12,4,unknown,2,M,3,1, laboratory technician ,4,unknown,3,Yes,11,1,part-time,1,3,1,0,0,no,4766,6
35,no,travel_rarely,1,4,medical,4,M,2,1, laboratory technician ,3,unknown,6,No,12,2,full-time,1,3,8,1,7,yes,2258,4
32,no,non-travel,2,1,unknown,3,F,3,1, sales representative ,1,unknown,1,unknown,12,3,part-time,3,3,1,0,0,yes,2827,1
22,yes,non-travel,3,4,life sciences,3,M,2,1, research scientist ,4,married,0,Yes,11,2,full-time,1,3,0,0,0,yes,2853,1
44,no,non-travel,26,3,unknown,26,M,1,1, research scientist ,3,single,2,No,13,4,full-time,0,3,0,0,0,yes,2290,6
41,yes,non-travel,5,2,life sciences,1,M,2,1, research scientist ,1,unknown,6,No,17,1,full-time,1,1,1,0,0,yes,2107,5
40,no,travel_frequently,2,4,unknown,2,M,3,2, sales executive ,2,unknown,5,No,12,4,full-time,3,3,0,0,0,no,6399,11
24,yes,non-travel,17,2,life sciences,4,F,3,1, laboratory technician ,2,unknown,1,unknown,13,1,part-time,1,1,1,0,0,yes,2210,1
42,no,travel_frequently,26,5,medical,1,F,3,3, research director ,1,married,3,Yes,17,3,part-time,0,3,1,0,0,no,13191,22
49,no,non-travel,4,2,medical,1,M,2,5, manager ,3,married,2,unknown,13,3,part-time,1,4,1,0,0,yes,12185,23
48,no,travel_rarely,2,2,technical degree,4,M,4,1, laboratory technician ,2,single,5,unknown,11,3,full-time,0,2,1,0,0,yes,4121,7
29,no,travel_rarely,7,3,unknown,3,M,3,2, healthcare representative ,4,unknown,1,unknown,11,2,part-time,2,3,6,1,0,yes,3617,6
48,no,non-travel,1,3,life sciences,4,M,2,5, research director ,4,single,6,No,12,3,full-time,0,4,1,0,0,yes,18265,30
34,no,non-travel,20,3,technical degree,3,F,4,1, research scientist ,3,unknown,0,No,17,4,full-time,0,2,1,0,0,yes,1601,2
19,no,non-travel,25,3,life sciences,2,F,4,1, research scientist ,4,single,1,unknown,12,4,full-time,0,3,1,0,1,yes,1097,1
23,no,non-travel,1,2,unknown,4,M,3,1, research scientist ,3,unknown,1,No,22,4,full-time,1,3,1,0,1,no,1097,1
25,yes,travel_frequently,32,1,unknown,3,M,1,1, sales representative ,4,single,1,Yes,14,4,full-time,0,3,1,1,0,yes,1118,1
42,no,non-travel,34,4,medical,2,F,4,2, research scientist ,2,married,6,Yes,16,4,full-time,0,3,1,0,0,no,2372,18
51,no,travel_frequently,6,2,medical,2,F,2,1, laboratory technician ,3,single,0,unknown,14,2,full-time,0,2,7,7,7,no,2838,8
45,no,travel_frequently,25,3,medical,2,F,3,5, manager ,2,unknown,3,unknown,22,3,part-time,0,3,0,0,0,no,18061,22
27,no,non-travel,11,3,medical,3,F,4,1, sales representative ,4,married,8,unknown,14,2,full-time,1,3,1,0,0,yes,3113,5
18,no,non-travel,1,3,unknown,4,F,3,1, laboratory technician ,4,single,1,unknown,15,3,full-time,0,4,0,0,0,no,1611,0
31,yes,travel_frequently,2,3,unknown,3,F,2,1, sales representative ,4,single,7,No,14,3,full-time,0,4,1,0,0,yes,2105,3
31,yes,travel_frequently,1,4,life sciences,2,F,1,1, sales representative ,3,single,1,unknown,12,2,full-time,0,3,1,0,0,no,6399,11
31,yes,travel_rarely,8,3,life sciences,1,F,2,1, research scientist ,2,unknown,1,unknown,12,3,full-time,0,4,1,0,0,no,6399,11
27,no,travel_rarely,11,1,life sciences,2,M,3,1, laboratory technician ,1,married,0,unknown,14,2,part-time,0,4,5,1,4,no,3617,6
39,yes,non-travel,2,3,unknown,1,F,2,1, laboratory technician ,1,single,2,Yes,23,2,full-time,0,4,1,0,0,yes,6137,11
44,no,travel_frequently,1,5,marketing,1,F,3,2, sales executive ,3,married,7,unknown,12,3,full-time,1,2,1,0,0,no,4768,11
30,no,non-travel,25,3,unknown,25,M,3,1, research scientist ,3,unknown,1,unknown,13,2,part-time,2,2,1,0,0,no,1274,1
35,no,travel_rarely,26,1,life sciences,4,M,3,1, sales representative ,3,unknown,1,No,13,1,full-time,1,3,1,0,0,yes,2404,1
24,yes,travel_frequently,9,3,unknown,2,M,3,1, laboratory technician ,1,unknown,2,unknown,11,3,full-time,0,2,0,0,0,no,6399,11
24,no,non-travel,13,2,unknown,4,F,3,1, sales representative ,2,married,1,unknown,13,3,part-time,1,3,1,0,0,yes,2033,1
28,yes,non-travel,2,2,medical,3,M,2,1, laboratory technician ,1,single,7,No,11,3,full-time,0,2,0,0,0,yes,2561,8
28,no,travel_rarely,1,3,life sciences,1,M,2,1, research scientist ,3,unknown,1,unknown,14,4,full-time,1,1,1,0,0,no,1563,1
33,no,non-travel,8,5,unknown,4,M,3,2, healthcare representative ,3,unknown,2,unknown,17,1,full-time,0,3,0,0,0,yes,6388,14
39,no,travel_rarely,6,3,unknown,2,F,3,3, manufacturing director ,2,single,4,unknown,18,4,full-time,0,3,2,2,2,no,8376,9
42,no,non-travel,2,3,medical,3,M,2,1, laboratory technician ,2,married,4,unknown,14,2,full-time,1,3,1,0,0,yes,4841,9
29,no,travel_rarely,9,3,unknown,3,M,4,1, research scientist ,3,married,6,No,18,1,full-time,2,2,1,0,0,no,6399,11
35,no,travel_rarely,1,3,unknown,4,M,2,1, laboratory technician ,1,unknown,1,No,19,2,full-time,0,3,3,1,2,no,6399,11
35,yes,travel_rarely,14,3,unknown,14,F,3,1, laboratory technician ,1,unknown,1,unknown,12,4,full-time,1,3,1,0,0,yes,2074,1
34,no,non-travel,13,4,medical,13,M,3,1, research scientist ,4,single,1,unknown,13,3,full-time,0,3,1,0,0,no,2972,6
26,no,travel_rarely,3,3,unknown,1,F,3,1, research scientist ,4,unknown,1,unknown,21,1,full-time,0,3,1,0,0,yes,1097,1
36,no,travel_rarely,1,4,life sciences,2,F,3,2, sales executive ,3,single,6,No,13,1,full-time,0,3,1,0,0,yes,6815,12
50,no,non-travel,24,3,marketing,24,M,3,5, manager ,3,married,4,Yes,16,3,part-time,1,3,1,0,0,no,6399,11
42,no,travel_rarely,9,2,unknown,4,M,2,5, manager ,4,unknown,8,No,22,4,full-time,0,3,1,0,1,no,12689,24
35,no,non-travel,7,2,life sciences,3,M,2,1, laboratory technician ,4,unknown,1,No,18,4,full-time,1,2,1,0,1,no,2690,5
46,no,travel_rarely,1,4,life sciences,4,M,4,4, manager ,1,unknown,1,unknown,15,2,part-time,0,1,26,0,12,no,17567,27
18,yes,travel_frequently,3,2,medical,2,F,3,1, sales representative ,4,single,1,Yes,12,3,part-time,0,4,0,0,0,yes,1569,0
29,no,non-travel,5,3,unknown,1,M,2,2, sales executive ,2,divorced,1,Yes,13,2,full-time,1,2,10,0,9,yes,4187,10
31,no,non-travel,5,4,life sciences,1,F,3,2, sales executive ,4,unknown,1,No,11,1,full-time,2,3,10,0,2,yes,5633,10
41,no,travel_rarely,23,2,unknown,4,M,3,3, sales executive ,3,single,3,unknown,16,4,full-time,0,3,2,0,2,yes,11177,21
