,age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income_$,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work
1220,54,no,travel_rarely,7,4,medical,4,F,3,2, research scientist ,4,married,,4,No,15,3.0,2,full-time,1,14.0,2.0,7,1,7,no
1221,36,no,travel_frequently,2,1,,2,M,2,2, human resources ,4,,3886.0,1,No,21,4.0,4,part-time,0,10.0,2.0,10,0,8,yes
1222,32,yes,travel_frequently,5,2,,1,F,4,1, research scientist ,3,,,3,Yes,14,3.0,1,full-time,0,8.0,3.0,4,0,3,no
1223,32,no,non-travel,15,4,,3,F,3,2, healthcare representative ,4,,6667.0,5,No,18,3.0,2,part-time,1,9.0,3.0,5,1,2,yes
1224,28,yes,non-travel,17,3,,3,M,2,1, laboratory technician ,4,,,5,No,12,3.0,1,part-time,1,,2.0,4,0,3,yes
1225,33,no,non-travel,1,2,medical,2,M,2,1, laboratory technician ,3,divorced,,1,,12,3.0,3,full-time,3,,2.0,1,0,0,no
1226,37,yes,travel_rarely,2,2,,4,M,2,1, laboratory technician ,3,single,2090.0,6,Yes,15,3.0,2,full-time,0,7.0,3.0,0,0,0,yes
1227,59,no,travel_rarely,3,3,medical,3,F,4,1, laboratory technician ,1,,,4,,20,,1,full-time,3,12.0,2.0,1,0,0,yes
1228,30,no,travel_rarely,24,1,life sciences,4,M,3,1, laboratory technician ,3,divorced,,1,,22,4.0,2,full-time,1,1.0,3.0,1,0,0,yes
1229,22,no,non-travel,16,2,,4,M,4,1, laboratory technician ,4,,,1,Yes,13,3.0,2,full-time,2,,2.0,1,0,0,no
1230,21,no,travel_rarely,15,2,,3,M,3,1, research scientist ,4,single,,1,No,14,3.0,4,full-time,0,0.0,3.0,0,0,0,yes
1231,30,no,travel_rarely,9,2,medical,4,M,2,1, laboratory technician ,3,,,1,,13,3.0,1,full-time,0,10.0,3.0,10,1,8,no
1232,39,yes,travel_rarely,18,3,technical degree,18,M,3,2, sales representative ,4,married,2086.0,3,No,14,3.0,3,full-time,1,19.0,4.0,1,0,0,yes
1233,24,yes,travel_rarely,1,3,,2,M,3,1, research scientist ,4,,,2,Yes,16,3.0,1,full-time,1,6.0,,2,2,0,no
1234,35,no,non-travel,4,2,other,3,M,3,1, laboratory technician ,4,divorced,1951.0,1,,12,3.0,3,full-time,1,1.0,3.0,1,0,0,yes
1235,27,no,non-travel,2,4,life sciences,4,F,3,1, laboratory technician ,1,divorced,,1,,13,3.0,4,full-time,1,,3.0,1,0,0,no
1236,26,yes,non-travel,25,3,life sciences,1,M,1,1, laboratory technician ,3,single,,1,,12,3.0,3,full-time,0,1.0,2.0,1,0,1,no
1237,37,no,non-travel,24,2,life sciences,2,M,3,1, research scientist ,2,married,3022.0,4,No,21,4.0,1,full-time,0,8.0,3.0,1,0,0,no
1238,35,no,non-travel,46,1,,46,M,4,1, laboratory technician ,4,,,1,No,19,,4,full-time,0,1.0,3.0,1,0,1,yes
1239,48,yes,non-travel,1,2,,1,M,2,3, laboratory technician ,3,,,9,,13,3.0,4,full-time,0,,3.0,1,0,0,no
1240,35,no,non-travel,11,2,medical,3,M,2,3, healthcare representative ,1,married,,2,Yes,13,3.0,3,full-time,1,10.0,3.0,4,2,3,yes
1241,55,no,travel_rarely,8,3,,4,F,3,4, manager ,3,divorced,,2,Yes,14,3.0,3,full-time,3,21.0,3.0,5,0,2,yes
1242,45,no,non-travel,7,3,life sciences,2,M,3,3, research scientist ,1,,9724.0,2,No,17,3.0,3,full-time,1,,3.0,1,0,0,yes
1243,36,yes,non-travel,9,3,medical,4,M,2,1, research scientist ,3,,3388.0,0,,17,3.0,1,full-time,1,,2.0,1,0,0,yes
1244,36,no,travel_rarely,6,3,life sciences,2,F,4,1, laboratory technician ,4,,3038.0,3,No,12,3.0,2,full-time,0,,3.0,1,0,0,yes
1245,45,no,travel_rarely,6,4,other,4,M,3,3, research director ,1,,,4,Yes,14,3.0,2,full-time,0,,4.0,0,0,0,no
1246,55,no,non-travel,1,2,,1,M,3,3, sales executive ,4,married,,3,,14,3.0,4,full-time,1,,3.0,1,1,0,yes
1247,23,no,non-travel,2,1,technical degree,3,M,3,1, sales representative ,1,divorced,2322.0,3,No,13,3.0,3,full-time,1,,3.0,0,0,0,no
1248,32,no,travel_rarely,1,1,life sciences,4,M,3,1, research scientist ,1,single,,1,No,13,3.0,4,full-time,0,,3.0,1,0,0,yes
1249,20,yes,non-travel,6,3,life sciences,4,F,2,1, laboratory technician ,4,single,2926.0,1,Yes,18,,2,full-time,0,,3.0,1,1,0,no
1250,37,no,non-travel,2,2,life sciences,3,M,2,2, healthcare representative ,4,divorced,,5,No,14,3.0,4,part-time,1,17.0,4.0,1,0,0,no
1251,22,no,non-travel,15,3,,2,F,3,1, laboratory technician ,4,single,,1,No,15,3.0,3,full-time,0,,3.0,0,0,0,no
1252,34,no,non-travel,24,4,life sciences,24,F,2,2, research scientist ,2,,4505.0,6,,15,3.0,3,part-time,1,,3.0,1,0,0,yes
1253,36,no,non-travel,3,2,life sciences,1,F,3,1, laboratory technician ,4,divorced,2835.0,5,,22,4.0,1,full-time,1,,3.0,1,0,0,no
1254,19,yes,travel_rarely,22,1,marketing,4,M,3,1, sales representative ,3,single,,1,Yes,19,3.0,4,full-time,0,0.0,2.0,0,0,0,yes
1255,41,no,non-travel,9,4,life sciences,3,M,3,1, laboratory technician ,1,,,2,,21,4.0,4,full-time,1,7.0,3.0,5,1,4,yes
1256,19,no,non-travel,18,1,,2,F,3,1, laboratory technician ,2,single,,1,No,14,,4,full-time,0,1.0,3.0,1,0,0,no
1257,51,no,non-travel,7,4,,2,M,2,2, manufacturing director ,3,married,,2,No,17,3.0,3,full-time,0,10.0,3.0,1,0,0,yes
1258,58,no,non-travel,9,3,,2,F,2,1, research scientist ,2,married,,4,Yes,20,4.0,2,full-time,1,9.0,2.0,1,0,0,no
1259,19,yes,travel_frequently,1,1,,3,F,1,1, sales representative ,1,,,0,No,21,4.0,1,full-time,0,1.0,,0,0,0,yes
1260,19,yes,travel_rarely,2,3,life sciences,2,M,2,1, laboratory technician ,4,single,,1,,22,4.0,3,full-time,0,1.0,2.0,1,1,0,yes
1261,35,yes,travel_rarely,23,2,,2,M,2,2, manufacturing director ,3,,,3,Yes,13,3.0,1,full-time,0,8.0,3.0,1,0,1,yes
1262,38,no,travel_rarely,38,4,,4,M,3,2, manufacturing director ,3,,6553.0,9,,14,3.0,2,part-time,0,14.0,3.0,1,0,0,no
1263,38,yes,non-travel,29,1,medical,2,M,3,2, healthcare representative ,1,married,6673.0,7,Yes,19,,2,part-time,0,17.0,3.0,1,0,0,no
1264,41,no,non-travel,6,3,life sciences,4,F,3,3, manager ,4,single,13591.0,3,Yes,18,3.0,3,full-time,0,,3.0,1,0,0,no
1265,59,no,travel_rarely,3,3,life sciences,3,M,2,1, research scientist ,4,married,2177.0,3,,17,3.0,1,full-time,1,7.0,3.0,1,0,0,yes
1266,50,no,travel_rarely,1,4,medical,4,F,3,5, manager ,4,divorced,19517.0,3,No,11,3.0,3,full-time,1,,2.0,7,0,6,no
1267,41,no,travel_rarely,19,2,life sciences,3,M,3,2, research scientist ,1,divorced,,2,,16,3.0,1,full-time,2,17.0,2.0,1,0,0,yes
1268,45,no,non-travel,1,3,,3,M,4,5, manager ,4,,19202.0,0,,11,3.0,3,full-time,1,25.0,3.0,24,1,7,no
1269,37,yes,non-travel,10,3,medical,1,M,3,3, manufacturing director ,3,,10048.0,6,No,11,,2,part-time,2,17.0,3.0,1,0,0,yes
1270,51,no,non-travel,38,3,,3,M,3,1, research scientist ,4,married,2723.0,1,No,11,3.0,2,full-time,0,1.0,2.0,1,0,0,yes
1271,28,yes,travel_rarely,2,4,life sciences,1,M,3,1, laboratory technician ,3,single,,2,,11,3.0,3,full-time,0,5.0,1.0,0,0,0,no
1272,29,no,travel_rarely,2,3,medical,1,M,2,2, sales executive ,2,married,6644.0,2,No,19,3.0,2,full-time,2,10.0,,0,0,0,yes
1273,31,no,travel_rarely,23,3,medical,2,M,2,2, healthcare representative ,4,,,0,No,21,,2,full-time,1,10.0,3.0,9,7,8,yes
1274,38,no,travel_rarely,7,2,medical,1,F,4,2, sales executive ,1,,5605.0,1,Yes,24,4.0,3,full-time,1,8.0,3.0,8,7,7,no
1275,44,yes,travel_frequently,12,3,life sciences,12,M,3,1, laboratory technician ,3,,3161.0,3,Yes,22,4.0,4,full-time,1,19.0,1.0,1,0,0,yes
1276,36,no,non-travel,3,3,technical degree,3,M,3,2, research scientist ,2,single,,4,,12,3.0,4,full-time,0,10.0,3.0,8,7,7,yes
1277,18,yes,non-travel,3,3,,3,M,3,1, laboratory technician ,3,single,1420.0,1,No,13,3.0,3,full-time,0,0.0,3.0,0,0,0,yes
1278,36,no,non-travel,18,4,life sciences,3,M,4,1, laboratory technician ,4,married,,4,No,18,3.0,4,full-time,2,4.0,3.0,1,0,0,yes
1279,18,no,non-travel,10,3,,4,F,2,1, sales representative ,3,,1200.0,1,No,12,3.0,1,full-time,0,0.0,3.0,0,0,0,no
1280,39,yes,travel_rarely,3,2,,4,F,3,2, sales executive ,3,married,5238.0,4,Yes,18,3.0,1,full-time,0,12.0,2.0,1,0,0,yes
1281,43,no,travel_rarely,15,3,,15,F,3,3, healthcare representative ,1,married,9985.0,8,No,16,3.0,1,full-time,1,,2.0,1,0,0,yes
1282,47,no,travel_frequently,4,1,medical,2,M,3,2, sales representative ,3,,,3,No,19,3.0,1,full-time,0,5.0,3.0,0,0,0,no
1283,42,no,travel_rarely,23,5,,1,F,3,4, research director ,4,single,15992.0,2,No,14,3.0,2,full-time,0,16.0,3.0,1,0,0,no
1284,32,no,non-travel,2,3,,3,F,3,1, laboratory technician ,2,married,2370.0,1,No,13,,3,full-time,1,8.0,3.0,8,0,7,yes
1285,48,no,travel_rarely,29,1,medical,1,F,3,3, manager ,3,married,,3,,21,4.0,2,full-time,1,15.0,1.0,0,0,0,yes
1286,42,no,travel_rarely,2,4,,1,M,2,2, healthcare representative ,4,,6781.0,3,,23,4.0,2,full-time,0,,3.0,1,0,0,no
1287,36,no,non-travel,1,5,medical,4,F,3,2, sales executive ,4,,6653.0,4,,15,,2,full-time,0,,3.0,1,0,0,yes
1288,33,yes,travel_rarely,5,3,marketing,4,F,3,1, sales representative ,3,single,2851.0,1,,13,,2,full-time,0,1.0,3.0,1,0,0,no
1289,46,no,non-travel,7,4,medical,3,F,3,2, manufacturing director ,3,married,5258.0,2,,14,3.0,3,full-time,0,7.0,4.0,1,0,0,yes
1290,21,yes,travel_rarely,12,3,life sciences,3,F,4,1, sales representative ,2,single,,1,,15,3.0,4,full-time,0,1.0,3.0,1,0,0,no
1291,30,no,non-travel,2,1,technical degree,3,M,3,1, sales representative ,2,,2476.0,1,,18,3.0,1,full-time,1,,3.0,1,0,0,yes
1292,30,yes,travel_frequently,4,3,,3,M,3,1, research scientist ,4,single,2285.0,9,Yes,23,4.0,3,full-time,0,3.0,3.0,1,0,0,no
1293,32,no,travel_rarely,10,4,,3,M,3,2, manufacturing director ,2,single,4197.0,2,,12,3.0,4,full-time,0,18.0,2.0,1,0,1,yes
1294,40,no,travel_rarely,2,3,,2,F,2,2, laboratory technician ,3,married,3448.0,6,No,22,4.0,2,full-time,1,,3.0,1,0,0,yes
1295,28,no,travel_rarely,17,2,,3,M,3,2, laboratory technician ,1,,4558.0,1,,12,3.0,4,full-time,1,10.0,,10,1,8,no
1296,38,no,travel_frequently,2,2,,4,M,3,1, laboratory technician ,4,married,1702.0,1,Yes,23,4.0,3,full-time,1,,3.0,1,0,0,no
1297,19,yes,non-travel,2,2,technical degree,1,M,2,1, human resources ,4,single,2564.0,1,No,12,3.0,3,full-time,0,1.0,4.0,1,0,0,yes
1298,57,no,travel_rarely,29,3,,1,M,2,4, manager ,4,divorced,,3,No,12,3.0,3,full-time,1,,2.0,1,0,0,yes
1299,47,no,travel_rarely,2,2,medical,1,F,3,2, manufacturing director ,4,,5070.0,5,,13,,3,full-time,3,20.0,3.0,5,0,4,yes
1300,54,no,travel_rarely,8,4,life sciences,3,F,3,2, laboratory technician ,3,single,3780.0,7,,11,3.0,3,part-time,0,,3.0,1,0,0,no
1301,31,yes,travel_frequently,42,3,,42,M,3,3, healthcare representative ,3,,9824.0,3,No,12,3.0,1,full-time,0,12.0,3.0,1,0,0,yes
1302,18,yes,travel_frequently,5,3,marketing,2,M,3,1, sales representative ,2,,1878.0,1,Yes,14,3.0,4,full-time,0,,3.0,0,0,0,no
1303,40,no,non-travel,28,3,other,3,M,1,3, sales executive ,1,,,3,No,15,3.0,3,full-time,1,20.0,3.0,1,0,1,yes
1304,26,no,non-travel,29,2,,1,M,3,2, sales executive ,3,,,5,,12,3.0,1,full-time,2,8.0,3.0,0,0,0,yes
1305,26,yes,travel_rarely,24,3,,3,M,1,1, laboratory technician ,4,single,2340.0,1,Yes,18,3.0,2,full-time,0,1.0,1.0,1,0,0,yes
1306,38,no,non-travel,10,3,,3,F,3,2, healthcare representative ,3,,,3,No,19,3.0,3,part-time,1,18.0,,1,0,0,yes
1307,24,no,non-travel,17,2,other,4,M,2,1, laboratory technician ,2,married,2127.0,1,No,21,4.0,4,full-time,1,1.0,3.0,1,0,0,yes
1308,30,yes,travel_frequently,12,4,,2,M,2,1, sales representative ,1,married,2033.0,1,No,18,3.0,3,full-time,1,1.0,4.0,1,0,0,yes
1309,37,no,travel_rarely,2,3,marketing,4,M,3,2, sales executive ,3,married,9602.0,4,,11,3.0,3,full-time,1,,2.0,3,1,0,no
1310,20,no,travel_rarely,1,3,life sciences,4,F,2,1, research scientist ,2,,,1,No,13,,4,part-time,0,1.0,4.0,1,0,0,yes
1311,43,no,non-travel,14,4,other,2,M,2,4, research director ,4,divorced,16627.0,4,,14,3.0,3,full-time,1,21.0,,1,0,0,no
1312,38,no,non-travel,27,1,life sciences,3,F,3,1, research scientist ,1,,,3,No,17,3.0,4,full-time,0,8.0,2.0,0,0,0,yes
1313,33,no,non-travel,8,4,marketing,3,M,3,2, sales executive ,3,divorced,,0,,12,3.0,4,part-time,0,6.0,3.0,5,1,2,no
1314,30,no,non-travel,3,3,,3,F,3,1, research scientist ,3,,2083.0,1,No,20,4.0,3,full-time,1,1.0,,1,0,0,no
1315,29,no,non-travel,44,2,medical,2,F,3,2, sales executive ,3,,,1,No,14,3.0,1,full-time,1,,2.0,6,1,2,no
1316,20,yes,non-travel,10,1,medical,4,M,3,1, research scientist ,3,single,1009.0,1,,11,3.0,4,full-time,0,,3.0,1,1,1,yes
1317,35,no,non-travel,20,3,,20,M,2,1, laboratory technician ,3,married,,1,No,18,3.0,3,full-time,2,1.0,3.0,1,0,0,no
1318,37,no,non-travel,10,2,life sciences,4,M,4,1, research scientist ,4,single,,3,No,17,3.0,1,full-time,0,,,1,0,0,yes
1319,38,no,non-travel,1,3,,3,F,3,3, manufacturing director ,3,single,7861.0,4,Yes,14,,4,full-time,0,10.0,,1,0,0,yes
1320,29,no,non-travel,10,3,,3,M,3,1, sales representative ,3,single,2642.0,1,No,11,3.0,3,full-time,0,1.0,,1,0,0,no
1321,35,no,non-travel,2,4,,4,F,3,2, healthcare representative ,1,divorced,,2,No,11,3.0,1,full-time,1,16.0,4.0,1,0,0,yes
1322,38,no,travel_rarely,2,5,medical,4,M,3,1, research scientist ,3,married,,6,Yes,13,3.0,2,part-time,1,,1.0,1,0,1,yes
1323,34,no,travel_rarely,8,5,life sciences,2,F,3,2, manufacturing director ,1,,5121.0,3,No,14,3.0,3,full-time,1,,,0,0,0,yes
1324,23,yes,non-travel,6,3,life sciences,3,M,4,1, laboratory technician ,1,,,1,Yes,21,4.0,3,full-time,2,1.0,3.0,0,0,0,no
1325,24,no,non-travel,9,3,life sciences,3,M,2,1, laboratory technician ,2,divorced,2694.0,1,No,11,3.0,3,full-time,3,,3.0,1,0,0,no
1326,29,yes,travel_rarely,1,2,life sciences,2,F,2,1, laboratory technician ,1,married,,1,,11,3.0,4,full-time,1,1.0,3.0,1,0,0,yes
1327,40,no,travel_frequently,16,4,medical,1,M,2,2, laboratory technician ,3,,5094.0,6,No,14,3.0,4,full-time,0,10.0,3.0,1,0,0,yes
1328,30,no,travel_rarely,2,3,,3,F,2,2, manufacturing director ,4,single,,5,,24,4.0,2,full-time,0,12.0,2.0,0,0,0,yes
1329,45,no,non-travel,2,3,,2,F,2,1, research scientist ,3,,2274.0,1,No,14,3.0,4,full-time,0,1.0,3.0,1,0,0,yes
1330,27,no,non-travel,3,3,medical,4,M,3,1, research scientist ,4,married,,1,,11,3.0,3,part-time,3,0.0,2.0,0,0,0,yes
1331,37,no,non-travel,16,4,marketing,4,M,2,2, sales executive ,3,,,4,,19,,4,part-time,2,9.0,3.0,1,0,0,yes
1332,32,no,non-travel,1,3,life sciences,4,M,3,1, laboratory technician ,4,divorced,2314.0,0,No,12,,2,full-time,1,4.0,3.0,3,0,2,yes
1333,53,no,travel_rarely,8,3,marketing,1,M,3,4, sales executive ,4,married,,5,,14,3.0,3,part-time,1,28.0,3.0,2,2,2,yes
1334,37,no,non-travel,19,2,,19,M,3,3, sales executive ,2,single,,1,Yes,13,3.0,4,full-time,0,,3.0,10,0,9,no
1335,32,yes,travel_rarely,25,4,,1,M,3,1, laboratory technician ,4,,,1,,24,4.0,3,full-time,0,1.0,1.0,1,0,1,yes
1336,58,yes,travel_frequently,2,1,,4,M,2,1, laboratory technician ,4,divorced,2380.0,9,,14,3.0,4,full-time,1,3.0,2.0,1,0,0,yes
1337,43,no,travel_rarely,8,3,,1,F,3,2, manufacturing director ,2,divorced,,4,No,21,4.0,3,full-time,1,4.0,4.0,1,0,0,no
1338,21,yes,travel_rarely,18,1,other,4,F,3,1, research scientist ,4,single,,1,No,19,,1,full-time,0,,2.0,1,0,0,no
1339,34,no,non-travel,48,3,life sciences,48,M,3,1, laboratory technician ,2,,2008.0,1,No,14,3.0,2,part-time,2,1.0,3.0,1,1,0,yes
1340,58,no,non-travel,5,3,,3,F,2,3, healthcare representative ,2,divorced,10552.0,2,,13,,4,full-time,1,24.0,3.0,6,0,4,no
1341,48,no,non-travel,20,4,medical,4,M,3,1, research scientist ,3,married,2259.0,4,,17,3.0,1,part-time,2,13.0,2.0,0,0,0,no
1342,32,no,non-travel,1,3,life sciences,3,F,2,1, laboratory technician ,2,married,,6,No,20,,3,full-time,0,5.0,3.0,3,0,2,yes
1343,25,yes,non-travel,19,2,marketing,3,M,2,1, sales representative ,2,married,2413.0,1,Yes,18,,3,part-time,3,,3.0,1,0,0,no
1344,40,no,non-travel,10,4,marketing,1,M,2,3, sales executive ,2,divorced,,2,No,12,3.0,2,part-time,1,11.0,2.0,1,0,0,yes
1345,19,yes,non-travel,21,3,other,4,M,2,1, sales representative ,2,single,2121.0,1,Yes,13,3.0,2,part-time,0,1.0,4.0,1,0,0,no
1346,20,yes,travel_rarely,4,3,technical degree,1,M,3,1, laboratory technician ,1,single,,1,,19,3.0,2,part-time,0,1.0,3.0,1,0,0,no
1347,33,no,travel_rarely,1,3,,2,F,2,2, healthcare representative ,4,,,0,,14,3.0,1,full-time,0,6.0,3.0,5,1,4,yes
1348,58,yes,travel_rarely,2,3,,4,M,3,1, research scientist ,3,single,2479.0,4,No,24,4.0,1,part-time,0,7.0,3.0,1,0,0,no
1349,40,yes,non-travel,24,3,,2,F,4,4, sales executive ,2,single,13194.0,4,,16,3.0,4,full-time,0,22.0,2.0,1,0,0,yes
1350,29,yes,travel_rarely,10,3,,4,F,2,1, research scientist ,1,single,,6,Yes,20,4.0,3,full-time,0,3.0,3.0,0,0,0,yes
1351,47,no,travel_rarely,18,2,life sciences,4,F,3,2, sales executive ,4,single,4163.0,1,Yes,17,3.0,3,full-time,0,9.0,3.0,9,0,7,no
1352,18,no,non-travel,5,2,,2,M,3,1, research scientist ,4,,,1,No,15,3.0,4,full-time,0,,3.0,0,0,0,yes
1353,20,yes,non-travel,16,3,medical,4,F,2,1, research scientist ,1,,2600.0,1,Yes,15,3.0,1,part-time,0,1.0,3.0,1,0,0,no
1354,42,no,non-travel,5,2,,4,M,3,5, manager ,3,,18303.0,6,No,13,3.0,2,full-time,0,21.0,4.0,1,0,0,yes
1355,50,no,travel_rarely,9,3,,1,M,3,1, laboratory technician ,4,married,2380.0,4,No,18,,2,full-time,0,8.0,3.0,1,0,0,yes
1356,37,yes,travel_rarely,11,2,medical,1,F,1,2, healthcare representative ,2,,4777.0,5,No,15,3.0,1,full-time,0,15.0,1.0,1,0,0,yes
1357,38,no,non-travel,3,4,life sciences,2,M,3,2, sales executive ,4,,,8,Yes,12,3.0,3,part-time,0,19.0,3.0,1,0,0,no
1358,36,yes,non-travel,15,3,,1,M,3,2, laboratory technician ,3,divorced,,7,,14,3.0,2,full-time,1,9.0,2.0,1,0,0,yes
1359,28,no,travel_rarely,10,1,medical,4,M,3,1, sales representative ,2,married,1052.0,1,No,22,4.0,2,full-time,0,,3.0,1,0,0,yes
1360,43,no,non-travel,25,3,,3,M,2,3, sales executive ,4,,,5,No,13,3.0,3,full-time,1,18.0,3.0,1,0,0,yes
1361,21,yes,travel_rarely,10,3,,3,F,2,1, laboratory technician ,1,single,,1,No,13,,1,full-time,0,1.0,2.0,1,1,0,yes
1362,51,yes,travel_rarely,4,4,,1,M,3,1, research scientist ,3,married,2461.0,9,,12,,3,full-time,3,18.0,4.0,10,2,7,no
1363,37,no,non-travel,10,4,,4,F,2,2, sales executive ,4,divorced,,2,Yes,14,,3,full-time,3,8.0,3.0,1,0,0,no
1364,28,yes,non-travel,1,3,medical,1,M,2,1, laboratory technician ,2,divorced,2596.0,1,No,15,,1,part-time,2,,3.0,1,0,0,no
1365,50,yes,non-travel,1,4,,4,M,3,2, sales executive ,3,single,4728.0,3,Yes,14,3.0,4,part-time,0,5.0,3.0,0,0,0,yes
1366,34,no,non-travel,3,4,,3,M,2,1, research scientist ,4,,,3,No,17,3.0,4,full-time,3,6.0,3.0,0,0,0,yes
1367,38,no,travel_rarely,2,2,marketing,4,M,3,3, sales executive ,2,single,7351.0,7,No,16,3.0,3,full-time,0,,3.0,1,0,0,yes
1368,42,no,non-travel,29,3,,2,M,1,2, laboratory technician ,4,,,4,,19,3.0,1,full-time,0,16.0,3.0,1,0,0,no
1369,18,yes,non-travel,8,1,,3,M,3,1, laboratory technician ,3,single,,1,No,12,3.0,4,full-time,0,,3.0,0,0,0,yes
1370,41,no,non-travel,12,4,,2,M,3,1, laboratory technician ,4,,4766.0,3,Yes,11,3.0,1,part-time,1,6.0,,1,0,0,no
1371,35,no,travel_rarely,1,4,medical,4,M,2,1, laboratory technician ,3,,2258.0,6,No,12,3.0,2,full-time,1,,3.0,8,1,7,yes
1372,32,no,non-travel,2,1,,3,F,3,1, sales representative ,1,,2827.0,1,,12,3.0,3,part-time,3,1.0,3.0,1,0,0,yes
1373,22,yes,non-travel,3,4,life sciences,3,M,2,1, research scientist ,4,married,2853.0,0,Yes,11,3.0,2,full-time,1,1.0,3.0,0,0,0,yes
1374,44,no,non-travel,26,3,,26,M,1,1, research scientist ,3,single,2290.0,2,No,13,,4,full-time,0,6.0,3.0,0,0,0,yes
1375,41,yes,non-travel,5,2,life sciences,1,M,2,1, research scientist ,1,,2107.0,6,No,17,3.0,1,full-time,1,5.0,1.0,1,0,0,yes
1376,40,no,travel_frequently,2,4,,2,M,3,2, sales executive ,2,,,5,No,12,3.0,4,full-time,3,,3.0,0,0,0,no
1377,24,yes,non-travel,17,2,life sciences,4,F,3,1, laboratory technician ,2,,2210.0,1,,13,3.0,1,part-time,1,1.0,1.0,1,0,0,yes
1378,42,no,travel_frequently,26,5,medical,1,F,3,3, research director ,1,married,13191.0,3,Yes,17,3.0,3,part-time,0,,3.0,1,0,0,no
1379,49,no,non-travel,4,2,medical,1,M,2,5, manager ,3,married,,2,,13,,3,part-time,1,23.0,4.0,1,0,0,yes
1380,48,no,travel_rarely,2,2,technical degree,4,M,4,1, laboratory technician ,2,single,,5,,11,3.0,3,full-time,0,7.0,2.0,1,0,0,yes
1381,29,no,travel_rarely,7,3,,3,M,3,2, healthcare representative ,4,,,1,,11,3.0,2,part-time,2,6.0,3.0,6,1,0,yes
1382,48,no,non-travel,1,3,life sciences,4,M,2,5, research director ,4,single,18265.0,6,No,12,3.0,3,full-time,0,,4.0,1,0,0,yes
1383,34,no,non-travel,20,3,technical degree,3,F,4,1, research scientist ,3,,,0,No,17,3.0,4,full-time,0,2.0,2.0,1,0,0,yes
1384,19,no,non-travel,25,3,life sciences,2,F,4,1, research scientist ,4,single,,1,,12,3.0,4,full-time,0,1.0,3.0,1,0,1,yes
1385,23,no,non-travel,1,2,,4,M,3,1, research scientist ,3,,,1,No,22,4.0,4,full-time,1,1.0,3.0,1,0,1,no
1386,25,yes,travel_frequently,32,1,,3,M,1,1, sales representative ,4,single,1118.0,1,Yes,14,,4,full-time,0,1.0,3.0,1,1,0,yes
1387,42,no,non-travel,34,4,medical,2,F,4,2, research scientist ,2,married,2372.0,6,Yes,16,3.0,4,full-time,0,18.0,3.0,1,0,0,no
1388,51,no,travel_frequently,6,2,medical,2,F,2,1, laboratory technician ,3,single,2838.0,0,,14,3.0,2,full-time,0,8.0,2.0,7,7,7,no
1389,45,no,travel_frequently,25,3,medical,2,F,3,5, manager ,2,,18061.0,3,,22,4.0,3,part-time,0,22.0,3.0,0,0,0,no
1390,27,no,non-travel,11,3,medical,3,F,4,1, sales representative ,4,married,,8,,14,,2,full-time,1,5.0,3.0,1,0,0,yes
1391,18,no,non-travel,1,3,,4,F,3,1, laboratory technician ,4,single,1611.0,1,,15,3.0,3,full-time,0,0.0,4.0,0,0,0,no
1392,31,yes,travel_frequently,2,3,,3,F,2,1, sales representative ,4,single,,7,No,14,3.0,3,full-time,0,3.0,4.0,1,0,0,yes
1393,31,yes,travel_frequently,1,4,life sciences,2,F,1,1, sales representative ,3,single,,1,,12,,2,full-time,0,,3.0,1,0,0,no
1394,31,yes,travel_rarely,8,3,life sciences,1,F,2,1, research scientist ,2,,,1,,12,3.0,3,full-time,0,,4.0,1,0,0,no
1395,27,no,travel_rarely,11,1,life sciences,2,M,3,1, laboratory technician ,1,married,,0,,14,3.0,2,part-time,0,6.0,4.0,5,1,4,no
1396,39,yes,non-travel,2,3,,1,F,2,1, laboratory technician ,1,single,,2,Yes,23,4.0,2,full-time,0,11.0,4.0,1,0,0,yes
1397,44,no,travel_frequently,1,5,marketing,1,F,3,2, sales executive ,3,married,4768.0,7,,12,,3,full-time,1,11.0,2.0,1,0,0,no
1398,30,no,non-travel,25,3,,25,M,3,1, research scientist ,3,,1274.0,1,,13,3.0,2,part-time,2,1.0,2.0,1,0,0,no
1399,35,no,travel_rarely,26,1,life sciences,4,M,3,1, sales representative ,3,,2404.0,1,No,13,,1,full-time,1,1.0,3.0,1,0,0,yes
1400,24,yes,travel_frequently,9,3,,2,M,3,1, laboratory technician ,1,,,2,,11,3.0,3,full-time,0,,2.0,0,0,0,no
1401,24,no,non-travel,13,2,,4,F,3,1, sales representative ,2,married,2033.0,1,,13,3.0,3,part-time,1,1.0,,1,0,0,yes
1402,28,yes,non-travel,2,2,medical,3,M,2,1, laboratory technician ,1,single,2561.0,7,No,11,,3,full-time,0,8.0,2.0,0,0,0,yes
1403,28,no,travel_rarely,1,3,life sciences,1,M,2,1, research scientist ,3,,1563.0,1,,14,3.0,4,full-time,1,1.0,1.0,1,0,0,no
1404,33,no,non-travel,8,5,,4,M,3,2, healthcare representative ,3,,6388.0,2,,17,3.0,1,full-time,0,14.0,3.0,0,0,0,yes
